  year month   day    cycle    trend
  2018     4     9   409.00   406.94
  2018     4    10   409.01   406.95
  2018     4    11   409.03   406.95
  2018     4    12   409.05   406.96
  2018     4    13   409.06   406.97
  2018     4    14   409.08   406.97
  2018     4    15   409.09   406.98
  2018     4    16   409.11   406.99
  2018     4    17   409.12   406.99
  2018     4    18   409.14   407.00
  2018     4    19   409.15   407.01
  2018     4    20   409.16   407.01
  2018     4    21   409.18   407.02
  2018     4    22   409.19   407.03
  2018     4    23   409.20   407.03
  2018     4    24   409.22   407.04
  2018     4    25   409.23   407.05
  2018     4    26   409.24   407.05
  2018     4    27   409.25   407.06
  2018     4    28   409.26   407.07
  2018     4    29   409.27   407.07
  2018     4    30   409.28   407.08
  2018     5     1   409.29   407.09
  2018     5     2   409.30   407.09
  2018     5     3   409.31   407.10
  2018     5     4   409.32   407.11
  2018     5     5   409.33   407.11
  2018     5     6   409.33   407.12
  2018     5     7   409.34   407.13
  2018     5     8   409.35   407.13
  2018     5     9   409.35   407.14
  2018     5    10   409.36   407.15
  2018     5    11   409.36   407.15
  2018     5    12   409.36   407.16
  2018     5    13   409.36   407.17
  2018     5    14   409.36   407.17
  2018     5    15   409.36   407.18
  2018     5    16   409.36   407.19
  2018     5    17   409.36   407.19
  2018     5    18   409.36   407.20
  2018     5    19   409.35   407.21
  2018     5    20   409.34   407.21
  2018     5    21   409.34   407.22
  2018     5    22   409.33   407.23
  2018     5    23   409.32   407.23
  2018     5    24   409.31   407.24
  2018     5    25   409.29   407.25
  2018     5    26   409.28   407.25
  2018     5    27   409.26   407.26
  2018     5    28   409.24   407.27
  2018     5    29   409.22   407.27
  2018     5    30   409.20   407.28
  2018     5    31   409.18   407.29
  2018     6     1   409.15   407.29
  2018     6     2   409.13   407.30
  2018     6     3   409.10   407.31
  2018     6     4   409.07   407.31
  2018     6     5   409.03   407.32
  2018     6     6   409.00   407.33
  2018     6     7   408.96   407.33
  2018     6     8   408.92   407.34
  2018     6     9   408.88   407.35
  2018     6    10   408.84   407.35
  2018     6    11   408.79   407.36
  2018     6    12   408.75   407.37
  2018     6    13   408.70   407.37
  2018     6    14   408.65   407.38
  2018     6    15   408.59   407.39
  2018     6    16   408.54   407.39
  2018     6    17   408.48   407.40
  2018     6    18   408.42   407.41
  2018     6    19   408.36   407.41
  2018     6    20   408.30   407.42
  2018     6    21   408.24   407.43
  2018     6    22   408.17   407.43
  2018     6    23   408.10   407.44
  2018     6    24   408.03   407.45
  2018     6    25   407.96   407.45
  2018     6    26   407.89   407.46
  2018     6    27   407.82   407.47
  2018     6    28   407.74   407.47
  2018     6    29   407.67   407.48
  2018     6    30   407.59   407.49
  2018     7     1   407.51   407.49
  2018     7     2   407.43   407.50
  2018     7     3   407.35   407.51
  2018     7     4   407.27   407.51
  2018     7     5   407.19   407.52
  2018     7     6   407.11   407.53
  2018     7     7   407.03   407.53
  2018     7     8   406.95   407.54
  2018     7     9   406.86   407.55
  2018     7    10   406.78   407.55
  2018     7    11   406.70   407.56
  2018     7    12   406.61   407.57
  2018     7    13   406.53   407.57
  2018     7    14   406.45   407.58
  2018     7    15   406.36   407.59
  2018     7    16   406.28   407.59
  2018     7    17   406.20   407.60
  2018     7    18   406.12   407.61
  2018     7    19   406.04   407.61
  2018     7    20   405.96   407.62
  2018     7    21   405.88   407.63
  2018     7    22   405.80   407.63
  2018     7    23   405.72   407.64
  2018     7    24   405.65   407.65
  2018     7    25   405.57   407.65
  2018     7    26   405.50   407.66
  2018     7    27   405.43   407.67
  2018     7    28   405.36   407.67
  2018     7    29   405.29   407.68
  2018     7    30   405.22   407.69
  2018     7    31   405.16   407.69
  2018     8     1   405.09   407.70
  2018     8     2   405.03   407.71
  2018     8     3   404.97   407.71
  2018     8     4   404.91   407.72
  2018     8     5   404.86   407.73
  2018     8     6   404.80   407.73
  2018     8     7   404.75   407.74
  2018     8     8   404.70   407.75
  2018     8     9   404.65   407.75
  2018     8    10   404.60   407.76
  2018     8    11   404.56   407.77
  2018     8    12   404.52   407.77
  2018     8    13   404.48   407.78
  2018     8    14   404.44   407.79
  2018     8    15   404.41   407.79
  2018     8    16   404.37   407.80
  2018     8    17   404.34   407.81
  2018     8    18   404.32   407.81
  2018     8    19   404.29   407.82
  2018     8    20   404.27   407.83
  2018     8    21   404.25   407.83
  2018     8    22   404.23   407.84
  2018     8    23   404.21   407.85
  2018     8    24   404.20   407.85
  2018     8    25   404.19   407.86
  2018     8    26   404.18   407.87
  2018     8    27   404.17   407.87
  2018     8    28   404.17   407.88
  2018     8    29   404.16   407.89
  2018     8    30   404.16   407.89
  2018     8    31   404.17   407.90
  2018     9     1   404.17   407.91
  2018     9     2   404.18   407.91
  2018     9     3   404.19   407.92
  2018     9     4   404.20   407.93
  2018     9     5   404.21   407.93
  2018     9     6   404.23   407.94
  2018     9     7   404.25   407.95
  2018     9     8   404.27   407.95
  2018     9     9   404.29   407.96
  2018     9    10   404.31   407.97
  2018     9    11   404.34   407.97
  2018     9    12   404.37   407.98
  2018     9    13   404.40   407.99
  2018     9    14   404.43   407.99
  2018     9    15   404.46   408.00
  2018     9    16   404.50   408.01
  2018     9    17   404.54   408.01
  2018     9    18   404.58   408.02
  2018     9    19   404.62   408.03
  2018     9    20   404.66   408.03
  2018     9    21   404.70   408.04
  2018     9    22   404.75   408.05
  2018     9    23   404.80   408.05
  2018     9    24   404.85   408.06
  2018     9    25   404.90   408.07
  2018     9    26   404.95   408.07
  2018     9    27   405.00   408.08
  2018     9    28   405.05   408.09
  2018     9    29   405.11   408.09
  2018     9    30   405.17   408.10
  2018    10     1   405.22   408.11
  2018    10     2   405.28   408.11
  2018    10     3   405.34   408.12
  2018    10     4   405.40   408.13
  2018    10     5   405.46   408.13
  2018    10     6   405.53   408.14
  2018    10     7   405.59   408.15
  2018    10     8   405.65   408.15
  2018    10     9   405.72   408.16
  2018    10    10   405.78   408.17
  2018    10    11   405.85   408.17
  2018    10    12   405.91   408.18
  2018    10    13   405.98   408.19
  2018    10    14   406.05   408.19
  2018    10    15   406.12   408.20
  2018    10    16   406.18   408.21
  2018    10    17   406.25   408.21
  2018    10    18   406.32   408.22
  2018    10    19   406.39   408.23
  2018    10    20   406.46   408.23
  2018    10    21   406.53   408.24
  2018    10    22   406.60   408.25
  2018    10    23   406.66   408.26
  2018    10    24   406.73   408.26
  2018    10    25   406.80   408.27
  2018    10    26   406.87   408.28
  2018    10    27   406.94   408.28
  2018    10    28   407.01   408.29
  2018    10    29   407.07   408.30
  2018    10    30   407.14   408.30
  2018    10    31   407.21   408.31
  2018    11     1   407.27   408.32
  2018    11     2   407.34   408.32
  2018    11     3   407.41   408.33
  2018    11     4   407.47   408.34
  2018    11     5   407.54   408.34
  2018    11     6   407.60   408.35
  2018    11     7   407.66   408.36
  2018    11     8   407.72   408.36
  2018    11     9   407.79   408.37
  2018    11    10   407.85   408.38
  2018    11    11   407.91   408.38
  2018    11    12   407.97   408.39
  2018    11    13   408.03   408.40
  2018    11    14   408.08   408.40
  2018    11    15   408.14   408.41
  2018    11    16   408.20   408.42
  2018    11    17   408.25   408.42
  2018    11    18   408.31   408.43
  2018    11    19   408.36   408.44
  2018    11    20   408.41   408.44
  2018    11    21   408.46   408.45
  2018    11    22   408.52   408.46
  2018    11    23   408.57   408.46
  2018    11    24   408.61   408.47
  2018    11    25   408.66   408.48
  2018    11    26   408.71   408.48
  2018    11    27   408.75   408.49
  2018    11    28   408.80   408.50
  2018    11    29   408.84   408.50
  2018    11    30   408.89   408.51
  2018    12     1   408.93   408.52
  2018    12     2   408.97   408.52
  2018    12     3   409.01   408.53
  2018    12     4   409.05   408.54
  2018    12     5   409.09   408.54
  2018    12     6   409.13   408.55
  2018    12     7   409.16   408.56
  2018    12     8   409.20   408.56
  2018    12     9   409.23   408.57
  2018    12    10   409.27   408.58
  2018    12    11   409.30   408.58
  2018    12    12   409.33   408.59
  2018    12    13   409.37   408.60
  2018    12    14   409.40   408.61
  2018    12    15   409.43   408.61
  2018    12    16   409.46   408.62
  2018    12    17   409.49   408.63
  2018    12    18   409.52   408.63
  2018    12    19   409.54   408.64
  2018    12    20   409.57   408.65
  2018    12    21   409.60   408.65
  2018    12    22   409.62   408.66
  2018    12    23   409.65   408.67
  2018    12    24   409.68   408.67
  2018    12    25   409.70   408.68
  2018    12    26   409.73   408.69
  2018    12    27   409.75   408.69
  2018    12    28   409.77   408.70
  2018    12    29   409.80   408.71
  2018    12    30   409.82   408.71
  2018    12    31   409.84   408.72
  2019     1     1   409.87   408.73
  2019     1     2   409.89   408.73
  2019     1     3   409.91   408.74
  2019     1     4   409.93   408.75
  2019     1     5   409.95   408.76
  2019     1     6   409.98   408.76
  2019     1     7   410.00   408.77
  2019     1     8   410.02   408.78
  2019     1     9   410.04   408.78
  2019     1    10   410.06   408.79
  2019     1    11   410.08   408.80
  2019     1    12   410.10   408.80
  2019     1    13   410.12   408.81
  2019     1    14   410.14   408.82
  2019     1    15   410.16   408.82
  2019     1    16   410.18   408.83
  2019     1    17   410.20   408.84
  2019     1    18   410.22   408.84
  2019     1    19   410.24   408.85
  2019     1    20   410.26   408.86
  2019     1    21   410.28   408.87
  2019     1    22   410.30   408.87
  2019     1    23   410.32   408.88
  2019     1    24   410.34   408.89
  2019     1    25   410.36   408.89
  2019     1    26   410.37   408.90
  2019     1    27   410.39   408.91
  2019     1    28   410.41   408.91
  2019     1    29   410.43   408.92
  2019     1    30   410.45   408.93
  2019     1    31   410.46   408.94
  2019     2     1   410.48   408.94
  2019     2     2   410.50   408.95
  2019     2     3   410.51   408.96
  2019     2     4   410.53   408.96
  2019     2     5   410.54   408.97
  2019     2     6   410.56   408.98
  2019     2     7   410.58   408.98
  2019     2     8   410.59   408.99
  2019     2     9   410.61   409.00
  2019     2    10   410.62   409.01
  2019     2    11   410.63   409.01
  2019     2    12   410.65   409.02
  2019     2    13   410.66   409.03
  2019     2    14   410.67   409.03
  2019     2    15   410.69   409.04
  2019     2    16   410.70   409.05
  2019     2    17   410.71   409.05
  2019     2    18   410.72   409.06
  2019     2    19   410.74   409.07
  2019     2    20   410.75   409.08
  2019     2    21   410.76   409.08
  2019     2    22   410.77   409.09
  2019     2    23   410.78   409.10
  2019     2    24   410.79   409.10
  2019     2    25   410.80   409.11
  2019     2    26   410.81   409.12
  2019     2    27   410.82   409.13
  2019     2    28   410.83   409.13
  2019     3     1   410.84   409.14
  2019     3     2   410.85   409.15
  2019     3     3   410.86   409.15
  2019     3     4   410.87   409.16
  2019     3     5   410.88   409.17
  2019     3     6   410.89   409.18
  2019     3     7   410.89   409.18
  2019     3     8   410.90   409.19
  2019     3     9   410.91   409.20
  2019     3    10   410.92   409.20
  2019     3    11   410.93   409.21
  2019     3    12   410.94   409.22
  2019     3    13   410.95   409.23
  2019     3    14   410.96   409.23
  2019     3    15   410.97   409.24
  2019     3    16   410.98   409.25
  2019     3    17   410.99   409.25
  2019     3    18   411.00   409.26
  2019     3    19   411.01   409.27
  2019     3    20   411.02   409.28
  2019     3    21   411.03   409.28
  2019     3    22   411.05   409.29
  2019     3    23   411.06   409.30
  2019     3    24   411.07   409.31
  2019     3    25   411.08   409.31
  2019     3    26   411.10   409.32
  2019     3    27   411.11   409.33
  2019     3    28   411.12   409.33
  2019     3    29   411.14   409.34
  2019     3    30   411.15   409.35
  2019     3    31   411.17   409.36
  2019     4     1   411.18   409.36
  2019     4     2   411.20   409.37
  2019     4     3   411.22   409.38
  2019     4     4   411.23   409.39
  2019     4     5   411.25   409.39
  2019     4     6   411.27   409.40
  2019     4     7   411.29   409.41
  2019     4     8   411.31   409.42
  2019     4     9   411.32   409.42
  2019     4    10   411.34   409.43
  2019     4    11   411.36   409.44
  2019     4    12   411.38   409.45
  2019     4    13   411.40   409.45
  2019     4    14   411.42   409.46
  2019     4    15   411.44   409.47
  2019     4    16   411.46   409.47
  2019     4    17   411.48   409.48
  2019     4    18   411.50   409.49
  2019     4    19   411.52   409.50
  2019     4    20   411.54   409.50
  2019     4    21   411.56   409.51
  2019     4    22   411.58   409.52
  2019     4    23   411.60   409.53
  2019     4    24   411.62   409.53
  2019     4    25   411.64   409.54
  2019     4    26   411.66   409.55
  2019     4    27   411.68   409.56
  2019     4    28   411.70   409.56
  2019     4    29   411.71   409.57
  2019     4    30   411.73   409.58
  2019     5     1   411.75   409.59
  2019     5     2   411.76   409.59
  2019     5     3   411.78   409.60
  2019     5     4   411.79   409.61
  2019     5     5   411.80   409.62
  2019     5     6   411.81   409.62
  2019     5     7   411.82   409.63
  2019     5     8   411.83   409.64
  2019     5     9   411.84   409.65
  2019     5    10   411.85   409.66
  2019     5    11   411.86   409.66
  2019     5    12   411.86   409.67
  2019     5    13   411.86   409.68
  2019     5    14   411.86   409.69
  2019     5    15   411.86   409.69
  2019     5    16   411.86   409.70
  2019     5    17   411.86   409.71
  2019     5    18   411.85   409.72
  2019     5    19   411.85   409.72
  2019     5    20   411.84   409.73
  2019     5    21   411.83   409.74
  2019     5    22   411.81   409.75
  2019     5    23   411.80   409.75
  2019     5    24   411.78   409.76
  2019     5    25   411.76   409.77
  2019     5    26   411.74   409.78
  2019     5    27   411.72   409.79
  2019     5    28   411.69   409.79
  2019     5    29   411.66   409.80
  2019     5    30   411.63   409.81
  2019     5    31   411.60   409.82
  2019     6     1   411.57   409.82
  2019     6     2   411.53   409.83
  2019     6     3   411.49   409.84
  2019     6     4   411.45   409.85
  2019     6     5   411.41   409.85
  2019     6     6   411.36   409.86
  2019     6     7   411.31   409.87
  2019     6     8   411.26   409.88
  2019     6     9   411.21   409.89
  2019     6    10   411.16   409.89
  2019     6    11   411.10   409.90
  2019     6    12   411.04   409.91
  2019     6    13   410.98   409.92
  2019     6    14   410.92   409.93
  2019     6    15   410.86   409.93
  2019     6    16   410.79   409.94
  2019     6    17   410.72   409.95
  2019     6    18   410.65   409.96
  2019     6    19   410.58   409.96
  2019     6    20   410.51   409.97
  2019     6    21   410.43   409.98
  2019     6    22   410.36   409.99
  2019     6    23   410.28   410.00
  2019     6    24   410.20   410.00
  2019     6    25   410.12   410.01
  2019     6    26   410.04   410.02
  2019     6    27   409.96   410.03
  2019     6    28   409.88   410.04
  2019     6    29   409.80   410.04
  2019     6    30   409.71   410.05
  2019     7     1   409.63   410.06
  2019     7     2   409.55   410.07
  2019     7     3   409.46   410.07
  2019     7     4   409.38   410.08
  2019     7     5   409.29   410.09
  2019     7     6   409.21   410.10
  2019     7     7   409.12   410.11
  2019     7     8   409.04   410.11
  2019     7     9   408.96   410.12
  2019     7    10   408.87   410.13
  2019     7    11   408.79   410.14
  2019     7    12   408.71   410.15
  2019     7    13   408.63   410.15
  2019     7    14   408.55   410.16
  2019     7    15   408.47   410.17
  2019     7    16   408.39   410.18
  2019     7    17   408.32   410.19
  2019     7    18   408.24   410.19
  2019     7    19   408.17   410.20
  2019     7    20   408.10   410.21
  2019     7    21   408.03   410.22
  2019     7    22   407.96   410.23
  2019     7    23   407.90   410.24
  2019     7    24   407.83   410.24
  2019     7    25   407.77   410.25
  2019     7    26   407.71   410.26
  2019     7    27   407.65   410.27
  2019     7    28   407.59   410.28
  2019     7    29   407.54   410.28
  2019     7    30   407.49   410.29
  2019     7    31   407.44   410.30
  2019     8     1   407.39   410.31
  2019     8     2   407.35   410.32
  2019     8     3   407.30   410.32
  2019     8     4   407.26   410.33
  2019     8     5   407.23   410.34
  2019     8     6   407.19   410.35
  2019     8     7   407.16   410.36
  2019     8     8   407.13   410.36
  2019     8     9   407.10   410.37
  2019     8    10   407.08   410.38
  2019     8    11   407.05   410.39
  2019     8    12   407.03   410.40
  2019     8    13   407.02   410.41
  2019     8    14   407.00   410.41
  2019     8    15   406.99   410.42
  2019     8    16   406.98   410.43
  2019     8    17   406.97   410.44
  2019     8    18   406.96   410.45
  2019     8    19   406.96   410.45
  2019     8    20   406.96   410.46
  2019     8    21   406.96   410.47
  2019     8    22   406.96   410.48
  2019     8    23   406.97   410.49
  2019     8    24   406.97   410.50
  2019     8    25   406.98   410.50
  2019     8    26   406.99   410.51
  2019     8    27   407.01   410.52
  2019     8    28   407.02   410.53
  2019     8    29   407.04   410.54
  2019     8    30   407.06   410.54
  2019     8    31   407.08   410.55
  2019     9     1   407.10   410.56
  2019     9     2   407.12   410.57
  2019     9     3   407.15   410.58
  2019     9     4   407.17   410.59
  2019     9     5   407.20   410.59
  2019     9     6   407.23   410.60
  2019     9     7   407.26   410.61
  2019     9     8   407.30   410.62
  2019     9     9   407.33   410.63
  2019     9    10   407.37   410.64
  2019     9    11   407.40   410.64
  2019     9    12   407.44   410.65
  2019     9    13   407.48   410.66
  2019     9    14   407.52   410.67
  2019     9    15   407.56   410.68
  2019     9    16   407.60   410.69
  2019     9    17   407.64   410.69
  2019     9    18   407.69   410.70
  2019     9    19   407.73   410.71
  2019     9    20   407.78   410.72
  2019     9    21   407.82   410.73
  2019     9    22   407.87   410.73
  2019     9    23   407.92   410.74
  2019     9    24   407.97   410.75
  2019     9    25   408.02   410.76
  2019     9    26   408.07   410.77
  2019     9    27   408.12   410.78
  2019     9    28   408.17   410.78
  2019     9    29   408.22   410.79
  2019     9    30   408.28   410.80
  2019    10     1   408.33   410.81
  2019    10     2   408.38   410.82
  2019    10     3   408.44   410.83
  2019    10     4   408.49   410.83
  2019    10     5   408.54   410.84
  2019    10     6   408.60   410.85
  2019    10     7   408.65   410.86
  2019    10     8   408.71   410.87
  2019    10     9   408.77   410.88
  2019    10    10   408.82   410.88
  2019    10    11   408.88   410.89
  2019    10    12   408.94   410.90
  2019    10    13   408.99   410.91
  2019    10    14   409.05   410.92
  2019    10    15   409.10   410.93
  2019    10    16   409.16   410.93
  2019    10    17   409.22   410.94
  2019    10    18   409.28   410.95
  2019    10    19   409.33   410.96
  2019    10    20   409.39   410.97
  2019    10    21   409.44   410.98
  2019    10    22   409.50   410.98
  2019    10    23   409.56   410.99
  2019    10    24   409.61   411.00
  2019    10    25   409.67   411.01
  2019    10    26   409.72   411.02
  2019    10    27   409.78   411.03
  2019    10    28   409.83   411.03
  2019    10    29   409.89   411.04
  2019    10    30   409.94   411.05
  2019    10    31   409.99   411.06
  2019    11     1   410.05   411.07
  2019    11     2   410.10   411.08
  2019    11     3   410.15   411.08
  2019    11     4   410.20   411.09
  2019    11     5   410.26   411.10
  2019    11     6   410.31   411.11
  2019    11     7   410.36   411.12
  2019    11     8   410.41   411.13
  2019    11     9   410.46   411.13
  2019    11    10   410.50   411.14
  2019    11    11   410.55   411.15
  2019    11    12   410.60   411.16
  2019    11    13   410.65   411.17
  2019    11    14   410.69   411.18
  2019    11    15   410.74   411.18
  2019    11    16   410.79   411.19
  2019    11    17   410.83   411.20
  2019    11    18   410.87   411.21
  2019    11    19   410.92   411.22
  2019    11    20   410.96   411.23
  2019    11    21   411.00   411.23
  2019    11    22   411.05   411.24
  2019    11    23   411.09   411.25
  2019    11    24   411.13   411.26
  2019    11    25   411.17   411.27
  2019    11    26   411.21   411.28
  2019    11    27   411.25   411.28
  2019    11    28   411.29   411.29
  2019    11    29   411.33   411.30
  2019    11    30   411.37   411.31
  2019    12     1   411.41   411.32
  2019    12     2   411.45   411.33
  2019    12     3   411.49   411.33
  2019    12     4   411.53   411.34
  2019    12     5   411.57   411.35
  2019    12     6   411.61   411.36
  2019    12     7   411.65   411.37
  2019    12     8   411.68   411.38
  2019    12     9   411.72   411.38
  2019    12    10   411.76   411.39
  2019    12    11   411.80   411.40
  2019    12    12   411.84   411.41
  2019    12    13   411.88   411.42
  2019    12    14   411.91   411.43
  2019    12    15   411.95   411.43
  2019    12    16   411.99   411.44
  2019    12    17   412.03   411.45
  2019    12    18   412.07   411.46
  2019    12    19   412.11   411.47
  2019    12    20   412.14   411.48
  2019    12    21   412.18   411.48
  2019    12    22   412.22   411.49
  2019    12    23   412.26   411.50
  2019    12    24   412.30   411.51
  2019    12    25   412.34   411.52
  2019    12    26   412.38   411.52
  2019    12    27   412.41   411.53
  2019    12    28   412.45   411.54
  2019    12    29   412.49   411.55
  2019    12    30   412.53   411.56
  2019    12    31   412.57   411.57
  2020     1     1   412.61   411.57
  2020     1     2   412.65   411.58
  2020     1     3   412.68   411.59
  2020     1     4   412.72   411.60
  2020     1     5   412.76   411.61
  2020     1     6   412.80   411.61
  2020     1     7   412.83   411.62
  2020     1     8   412.87   411.63
  2020     1     9   412.91   411.64
  2020     1    10   412.94   411.65
  2020     1    11   412.98   411.66
  2020     1    12   413.01   411.66
  2020     1    13   413.05   411.67
  2020     1    14   413.08   411.68
  2020     1    15   413.11   411.69
  2020     1    16   413.15   411.70
  2020     1    17   413.18   411.70
  2020     1    18   413.21   411.71
  2020     1    19   413.24   411.72
  2020     1    20   413.27   411.73
  2020     1    21   413.30   411.74
  2020     1    22   413.33   411.75
  2020     1    23   413.36   411.75
  2020     1    24   413.38   411.76
  2020     1    25   413.41   411.77
  2020     1    26   413.43   411.78
  2020     1    27   413.46   411.79
  2020     1    28   413.48   411.79
  2020     1    29   413.50   411.80
  2020     1    30   413.53   411.81
  2020     1    31   413.55   411.82
  2020     2     1   413.57   411.83
  2020     2     2   413.59   411.83
  2020     2     3   413.61   411.84
  2020     2     4   413.62   411.85
  2020     2     5   413.64   411.86
  2020     2     6   413.66   411.87
  2020     2     7   413.67   411.87
  2020     2     8   413.69   411.88
  2020     2     9   413.70   411.89
  2020     2    10   413.71   411.90
  2020     2    11   413.73   411.91
  2020     2    12   413.74   411.91
  2020     2    13   413.75   411.92
  2020     2    14   413.76   411.93
  2020     2    15   413.77   411.94
  2020     2    16   413.78   411.95
  2020     2    17   413.79   411.95
  2020     2    18   413.80   411.96
  2020     2    19   413.81   411.97
  2020     2    20   413.82   411.98
  2020     2    21   413.82   411.99
  2020     2    22   413.83   411.99
  2020     2    23   413.84   412.00
  2020     2    24   413.85   412.01
  2020     2    25   413.85   412.02
  2020     2    26   413.86   412.03
  2020     2    27   413.87   412.03
  2020     2    28   413.87   412.04
  2020     2    29   413.88   412.05
  2020     3     1   413.89   412.06
  2020     3     2   413.89   412.07
  2020     3     3   413.90   412.07
  2020     3     4   413.91   412.08
  2020     3     5   413.91   412.09
  2020     3     6   413.92   412.10
  2020     3     7   413.93   412.11
  2020     3     8   413.94   412.11
  2020     3     9   413.94   412.12
  2020     3    10   413.95   412.13
  2020     3    11   413.96   412.14
  2020     3    12   413.97   412.15
  2020     3    13   413.98   412.15
  2020     3    14   413.99   412.16
  2020     3    15   414.00   412.17
  2020     3    16   414.01   412.18
  2020     3    17   414.02   412.18
  2020     3    18   414.03   412.19
  2020     3    19   414.04   412.20
  2020     3    20   414.05   412.21
  2020     3    21   414.06   412.22
  2020     3    22   414.07   412.22
  2020     3    23   414.08   412.23
  2020     3    24   414.10   412.24
  2020     3    25   414.11   412.25
  2020     3    26   414.12   412.25
  2020     3    27   414.13   412.26
  2020     3    28   414.15   412.27
  2020     3    29   414.16   412.28
  2020     3    30   414.18   412.29
  2020     3    31   414.19   412.29
  2020     4     1   414.21   412.30
  2020     4     2   414.22   412.31
  2020     4     3   414.23   412.32
  2020     4     4   414.25   412.32
  2020     4     5   414.27   412.33
  2020     4     6   414.28   412.34
  2020     4     7   414.30   412.35
  2020     4     8   414.31   412.36
  2020     4     9   414.33   412.36
  2020     4    10   414.34   412.37
  2020     4    11   414.36   412.38
  2020     4    12   414.38   412.39
  2020     4    13   414.39   412.39
  2020     4    14   414.41   412.40
  2020     4    15   414.43   412.41
  2020     4    16   414.44   412.42
  2020     4    17   414.46   412.42
  2020     4    18   414.47   412.43
  2020     4    19   414.49   412.44
  2020     4    20   414.50   412.45
  2020     4    21   414.52   412.46
  2020     4    22   414.53   412.46
  2020     4    23   414.55   412.47
  2020     4    24   414.56   412.48
  2020     4    25   414.58   412.49
  2020     4    26   414.59   412.49
  2020     4    27   414.60   412.50
  2020     4    28   414.62   412.51
  2020     4    29   414.63   412.52
  2020     4    30   414.64   412.52
  2020     5     1   414.65   412.53
  2020     5     2   414.66   412.54
  2020     5     3   414.67   412.55
  2020     5     4   414.68   412.55
  2020     5     5   414.69   412.56
  2020     5     6   414.70   412.57
  2020     5     7   414.70   412.58
